,Location,region,"('%_death_probability_both', '')","('%_death_probability_male', '')","('%_death_probability_female', '')","('alcohol_per_capita_both', '')_x","('alcohol_per_capita_male', '')_x","('alcohol_per_capita_female', '')_x","('alcohol_per_capita_both', '')","('alcohol_per_capita_male', '')","('alcohol_per_capita_female', '')","('%_tobacco_both', '')","('%_tobacco_male', '')","('%_tobacco_female', '')","('%_water', '')","('%_h_w_facilities', '')","('%_doctors', '')","('%_suicide_rate_both', '')","('%_suicide_rate_male', '')","('%_suicide_rate_female', '')","('%_adolescent_birth_rate', '')","('%_w_got_abused', '')","('%_infant_mortality_both', '')","('%_infant_mortality_male', '')","('%_infant_mortality_female', '')","('%_birth_attend_skilled', '')"
0,Afghanistan,Eastern Mediterranean,31.96,34.18,29.72,0.21,0.35666666666666663,0.05433333333333334,0.21,0.35666666666666663,0.05433333333333334,,,,37.755,43.30025641025641,0.023225,0.005475,0.0093,0.00135,11.037272727272729,45.0,12.658931034482759,13.361758620689654,11.962982758620688,41.875
1,Albania,Europe,18.240000000000002,21.82,14.26,7.164,11.606,2.73,7.164,11.606,2.73,30.72222222222222,52.577777777777776,8.855555555555556,84.06166666666667,,0.13092727272727273,0.0065,0.00805,0.004925,1.8647058823529412,,2.912714285714286,3.2627857142857146,2.5430952380952383,99.63333333333333
2,Algeria,Africa,16.54,17.8,15.24,0.784,1.35,0.21200000000000002,0.784,1.35,0.21200000000000002,19.833333333333332,38.011111111111106,1.6888888888888889,86.305,81.4385185185185,0.1445,0.0036,0.00515,0.00205,0.8854545454545455,,7.807030303030303,8.192469696969697,7.473575757575757,95.9
3,Andorra,Europe,,,,11.794,18.198,5.69,11.794,18.198,5.69,34.51111111111111,39.455555555555556,29.54444444444444,100.0,,0.2884,,,,0.598421052631579,,0.6231428571428571,0.6879428571428571,0.5545142857142857,100.0
4,Angola,Africa,19.36,19.82,19.02,6.142,9.768,2.744,6.142,9.768,2.744,,,,24.313888888888886,24.49277777777778,0.011675,0.00645,0.009774999999999999,0.003275,16.348333333333333,24.9625,10.5424,11.380725,9.6022,46.95
5,Antigua and Barbuda,Americas,22.360000000000003,24.7,20.22,5.6739999999999995,9.16,2.572,5.6739999999999995,9.16,2.572,,,,97.32833333333332,,0.13394999999999999,0.001075,0.001775,0.0004,4.235714285714286,,2.5769,2.734257142857143,2.4022428571428573,99.91333333333334
6,Argentina,Americas,17.84,22.84,13.219999999999999,9.14,14.196000000000002,4.426,9.14,14.196000000000002,4.426,28.700000000000003,35.55555555555556,21.855555555555554,87.36555555555555,,0.34327142857142856,0.009,0.0147,0.003575,6.332941176470588,,2.639313725490196,2.8810196078431374,2.385666666666667,97.97777777777777
7,Armenia,Europe,25.1,33.58,17.759999999999998,5.42,8.946000000000002,2.488,5.42,8.946000000000002,2.488,29.244444444444444,56.63333333333333,1.8555555555555554,94.86166666666666,86.97703703703704,0.20320740740740742,0.005175,0.008625,0.0021,2.59,3.0749999999999997,3.364636363636364,3.696159090909091,3.0141136363636365,99.61999999999999
8,Australia,Western Pacific,10.58,12.88,8.22,11.506,17.466,5.6659999999999995,11.506,17.466,5.6659999999999995,19.577777777777776,22.11111111111111,17.033333333333335,99.56611111111111,,0.31455333333333335,0.01295,0.0195,0.0063999999999999994,1.5583333333333333,,1.1447714285714286,1.2756714285714286,1.0075142857142856,99.02222222222223
9,Austria,Europe,12.620000000000001,16.259999999999998,9.1,12.428,19.292,6.012,12.428,19.292,6.012,34.75555555555556,37.111111111111114,32.355555555555554,100.0,,0.41785357142857144,0.017325,0.026625,0.008525,1.0588888888888888,4.0,1.7994857142857144,2.0154714285714284,1.5729857142857142,98.47368421052632
10,Azerbaijan,Europe,25.56,32.260000000000005,19.32,3.444,5.902,1.14,3.444,5.902,1.14,22.144444444444446,44.02222222222222,0.23333333333333334,69.97277777777778,83.24,0.36266,0.0028,0.0045,0.001125,4.375555555555556,10.1,5.494921052631579,5.928526315789473,5.036868421052632,97.38421052631578
11,Bahamas,Americas,17.32,20.8,14.219999999999999,4.662000000000001,7.402000000000001,2.1100000000000003,4.662000000000001,7.402000000000001,2.1100000000000003,11.11111111111111,18.51111111111111,3.688888888888889,98.60222222222222,,0.2036,0.002,0.0034,0.000625,4.0515384615384615,,1.8665384615384615,1.9967884615384615,1.7370769230769232,98.83846153846154
12,Bahrain,Eastern Mediterranean,15.680000000000001,15.580000000000002,15.86,1.516,2.13,0.45199999999999996,1.516,2.13,0.45199999999999996,25.9,42.18888888888889,9.633333333333333,99.96944444444445,,0.09936874999999999,0.006200000000000001,0.008625,0.00255,1.3894444444444443,,3.972078125,4.031453125,3.887,98.63333333333334
13,Bangladesh,South-East Asia,21.740000000000002,21.78,21.68,0.11800000000000002,0.20180000000000003,0.031799999999999995,0.11800000000000002,0.20180000000000003,0.031799999999999995,42.711111111111116,61.955555555555556,23.51111111111111,95.51333333333334,36.81410256410256,0.03892941176470588,0.0063750000000000005,0.0048000000000000004,0.00795,10.734285714285715,28.0,11.299042857142856,11.99387142857143,10.450071428571428,35.7
14,Barbados,Americas,18.06,22.0,14.62,8.296000000000001,13.66,3.5,8.296000000000001,13.66,3.5,9.177777777777777,15.844444444444443,2.522222222222222,98.405,88.47,0.16970000000000002,0.00215,0.0029,0.00145,5.321428571428571,,3.7670428571428567,4.0590142857142855,3.450228571428571,99.52857142857144
15,Belarus,Europe,29.580000000000002,42.64,18.060000000000002,14.27,23.002,6.918000000000001,14.27,23.002,6.918000000000001,29.91111111111111,48.77777777777778,11.033333333333333,97.56,,0.35241923076923076,0.038175,0.067925,0.012150000000000001,2.1616666666666666,,0.9169750000000001,1.0492000000000001,0.7779999999999999,99.87333333333335
16,Belgium,Europe,12.9,16.44,9.459999999999999,11.984,18.582,5.718,11.984,18.582,5.718,26.555555555555557,29.311111111111114,23.799999999999997,100.0,,0.2908842105263158,0.021325,0.0297,0.013275,0.9333333333333333,8.0,1.5176571428571428,1.7098714285714287,1.3152857142857144,
17,Belize,Americas,23.64,26.9,20.22,6.55,10.414,2.722,6.55,10.414,2.722,,,,90.67277777777778,82.16717948717948,0.09230000000000001,0.005025,0.008225,0.001875,7.498571428571429,,3.394471698113208,3.7166226415094337,3.077377358490566,93.67
18,Benin,Africa,19.84,20.259999999999998,19.46,2.588,4.188000000000001,1.06,2.588,4.188000000000001,1.06,9.933333333333334,16.755555555555556,3.066666666666667,55.40611111111111,6.335,0.0086625,0.009675,0.0135,0.006,9.98,,12.396071428571428,13.285642857142857,11.382614285714286,77.55
19,Bhutan,South-East Asia,26.139999999999997,24.619999999999997,27.96,1.2280000000000002,1.938,0.44000000000000006,1.2280000000000002,1.938,0.44000000000000006,,,,88.36277777777778,80.65666666666667,0.03136,0.011824999999999999,0.0144,0.008975,4.1499999999999995,,8.459607843137254,8.996666666666666,7.992705882352941,74.42
20,Bolivia (Plurinational State of),Americas,19.44,19.82,19.080000000000002,4.4879999999999995,6.892,2.116,4.4879999999999995,6.892,2.116,,,,66.34833333333333,24.217083333333335,0.08064,0.01455,0.0182,0.010825,8.441666666666666,27.1,8.741783333333332,9.575183333333333,7.961383333333333,80.875
21,Bosnia and Herzegovina,Europe,20.82,26.52,15.559999999999999,6.992,11.568000000000001,2.66,6.992,11.568000000000001,2.66,40.78888888888889,49.833333333333336,31.733333333333334,95.94,97.1937037037037,0.17023333333333335,0.009225,0.014875,0.003775,1.4541176470588235,,1.0671944444444443,1.1778333333333333,0.9495833333333334,99.84444444444445
22,Botswana,Africa,22.0,25.660000000000004,19.080000000000002,8.146,13.45,3.08,8.146,13.45,3.08,26.0,37.31111111111111,14.688888888888888,61.695,,0.0353125,0.011300000000000001,0.018,0.00475,4.866,,5.730676923076922,6.267738461538462,5.210261538461538,97.9
23,Brazil,Americas,19.56,23.54,15.919999999999998,8.174,12.99,3.604,8.174,12.99,3.604,21.244444444444444,27.4,15.122222222222222,81.4588888888889,,0.152425,0.005625,0.008675,0.002625,6.75,,6.473446153846154,7.0788769230769235,5.725184615384616,98.79444444444444
24,Brunei Darussalam,Western Pacific,17.8,19.66,15.940000000000001,0.378,0.564,0.178,0.378,0.564,0.178,16.044444444444444,28.922222222222224,3.1888888888888887,99.9,,0.13532666666666668,0.003575,0.0050999999999999995,0.001925,1.716923076923077,,3.3505714285714285,3.695057142857143,2.989957142857143,99.68333333333334
25,Bulgaria,Europe,25.7,34.28,17.34,11.906,19.009999999999998,5.296,11.906,19.009999999999998,5.296,42.25555555555556,48.05555555555556,36.43333333333333,98.86277777777778,,0.357932,0.01395,0.021249999999999998,0.006999999999999999,4.165555555555556,9.0,2.7182857142857144,2.9791000000000003,2.4324857142857144,99.48571428571428
26,Burkina Faso,Africa,22.22,23.14,21.54,10.006,16.872,3.54,10.006,16.872,3.54,19.77777777777778,27.422222222222224,12.177777777777777,43.49944444444444,12.199074074074074,0.005236363636363636,0.00775,0.0107,0.0049,12.96375,9.528571428571428,11.203457142857141,11.989628571428572,10.367457142857143,66.39999999999999
27,Burundi,Africa,22.96,22.54,23.4,8.028,13.216,3.134,8.028,13.216,3.134,14.944444444444445,21.6,8.322222222222223,52.18888888888889,11.022619047619047,0.0055,0.00835,0.011725,0.005075,6.03,28.575,10.194178571428571,10.978660714285713,9.348392857142857,59.06666666666666
28,Cambodia,Western Pacific,22.82,25.479999999999997,20.84,4.496,7.386,1.864,4.496,7.386,1.864,28.688888888888886,47.2,10.188888888888888,59.962222222222216,71.21066666666665,0.022019999999999998,0.00555,0.0079,0.003325,4.68,10.55,7.506377777777777,8.237933333333332,6.8124,58.36
29,Cameroon,Africa,22.5,23.060000000000002,22.0,6.912000000000001,10.998000000000001,2.888,6.912000000000001,10.998000000000001,2.888,9.555555555555555,17.51111111111111,1.6222222222222222,38.76833333333333,8.868333333333334,0.009166666666666667,0.0123,0.016999999999999998,0.007575,13.2175,32.025,10.397106060606061,11.26710606060606,9.545,62.175
30,Canada,Americas,11.58,13.86,9.36,9.306666666666667,14.526666666666666,4.24,9.306666666666667,14.526666666666666,4.24,23.41111111111111,29.28888888888889,17.533333333333335,98.45166666666667,,0.2311,0.012924999999999999,0.019075,0.006875,1.3005882352941176,,1.3758714285714286,1.5275285714285713,1.2163571428571427,98.52631578947368
31,Cabo Verde,Africa,18.639999999999997,20.18,17.56,6.4079999999999995,10.178,2.836,6.4079999999999995,10.178,2.836,,,,71.56944444444444,,0.05986666666666667,0.0104,0.014825,0.006125,8.328,7.8,6.731342857142858,7.243014285714286,6.1579428571428565,86.53333333333335
32,Central African Republic,Africa,24.18,24.880000000000003,23.6,3.218,5.202,1.316,3.218,5.202,1.316,,,,37.747058823529414,17.184814814814814,0.0060999999999999995,0.0088,0.012925,0.00475,17.599999999999998,25.34,11.657266666666667,12.468783333333333,10.91735,41.699999999999996
33,Chad,Africa,24.259999999999998,24.74,23.84,3.6719999999999997,6.074,1.314,3.6719999999999997,6.074,1.314,12.788888888888888,21.977777777777778,3.6222222222222222,30.654999999999998,8.576190476190478,0.003675,0.008525,0.009425,0.0076,17.816666666666666,16.95,10.2603125,11.046208333333333,9.437312499999999,20.450000000000003
34,Chile,Americas,13.34,16.04,10.92,8.862,13.622,4.276000000000001,8.862,13.622,4.276000000000001,47.388888888888886,51.55555555555556,43.2,87.78500000000001,,0.1505,0.01115,0.0185,0.003925,5.009444444444444,,3.503295081967213,3.790032786885246,3.2182950819672134,99.62222222222222
35,China,Western Pacific,18.6,21.380000000000003,15.580000000000002,5.82,9.078,2.432,5.82,9.078,2.432,26.11111111111111,50.03333333333333,2.2,77.87277777777778,,0.13906190476190478,0.011349999999999999,0.009875,0.0129,0.596875,,3.633156862745098,3.8275490196078428,3.4272745098039215,98.50588235294117
36,Colombia,Americas,17.68,20.18,15.48,5.51,8.925999999999998,2.274,5.51,8.925999999999998,2.274,10.433333333333334,15.377777777777778,5.522222222222222,78.77833333333334,57.592,0.15191739130434784,0.00745,0.01185,0.003125,7.901999999999999,18.912499999999998,4.700102941176471,5.179573529411765,4.255676470588235,96.82105263157894
37,Comoros,Africa,23.98,25.660000000000004,22.419999999999998,0.49000000000000005,0.852,0.1272,0.49000000000000005,0.852,0.1272,25.78888888888889,33.833333333333336,17.744444444444444,83.13666666666667,16.025925925925925,0.020300000000000002,0.0062499999999999995,0.009049999999999999,0.003375,8.12,4.7875,8.85522,9.468340000000001,8.06206,82.2
38,Congo,Africa,19.919999999999998,18.9,20.84,6.108,9.64,2.6100000000000003,6.108,9.64,2.6100000000000003,14.244444444444444,25.87777777777778,2.566666666666667,29.300555555555555,45.18333333333334,0.025649999999999996,0.008150000000000001,0.011325,0.0049499999999999995,13.307999999999998,,6.899322580645161,7.461032258064516,6.2398225806451615,89.03333333333335
39,Cook Islands,Western Pacific,,,,,,,,,,31.599999999999998,36.46666666666667,26.733333333333334,99.88611111111112,,0.11345,,,,5.7175,9.45,3.5562028985507244,3.913072463768116,3.1494927536231883,99.5
40,Costa Rica,Americas,12.58,14.680000000000001,10.5,5.08,8.11,2.0780000000000003,5.08,8.11,2.0780000000000003,12.244444444444445,18.12222222222222,6.377777777777777,93.64611111111111,83.60740740740741,0.2096,0.007925,0.01355,0.00225,6.532631578947369,,3.4835,3.8041714285714283,3.1483142857142856,98.04736842105264
41,Côte d’Ivoire,Africa,28.26,27.360000000000003,29.380000000000003,3.6799999999999997,5.805999999999999,1.3900000000000001,3.6799999999999997,5.805999999999999,1.3900000000000001,15.08888888888889,27.544444444444444,2.611111111111111,56.70666666666667,19.17111111111111,0.014660000000000001,0.011949999999999999,0.0172,0.006500000000000001,12.5,21.65,,,,62.58
42,Croatia,Europe,19.259999999999998,26.26,12.559999999999999,10.228,16.264,4.748,10.228,16.264,4.748,35.93333333333333,39.266666666666666,32.599999999999994,98.98944444444444,,0.2724666666666667,0.019475,0.029825,0.009825,1.2999999999999998,4.0,0.8633333333333334,0.9611794871794873,0.761974358974359,99.9
43,Cuba,Americas,17.26,19.7,14.780000000000001,5.372,8.544,2.2199999999999998,5.372,8.544,2.2199999999999998,32.97777777777778,46.01111111111111,19.922222222222224,85.49,83.06625,0.6232689655172414,0.014624999999999999,0.02215,0.00705,4.933888888888889,,1.741967741935484,1.9321451612903227,1.5431612903225806,99.9
44,Cyprus,Europe,12.5,16.439999999999998,8.620000000000001,11.242,17.396,5.098,11.242,17.396,5.098,38.422222222222224,54.21111111111111,22.633333333333333,99.77388888888889,,0.1983923076923077,0.00385,0.005625,0.002075,0.5627777777777778,3.0,1.0411632653061225,1.1460204081632652,0.9325102040816327,97.81875
45,Czechia,Europe,18.14,24.3,12.32,14.504,22.384,7.074000000000001,14.504,22.384,7.074000000000001,32.577777777777776,37.25555555555556,27.844444444444445,99.725,,0.3393448275862069,0.01565,0.025925,0.0058,1.1605555555555556,6.0,0.6322051282051282,0.7118717948717949,0.5483846153846154,99.76875
46,Democratic Republic of the Congo,Africa,20.580000000000002,20.54,20.66,1.5219999999999998,2.44,0.634,1.5219999999999998,2.44,0.634,,,,19.29111111111111,4.619761904761905,0.008566666666666667,0.0059499999999999996,0.0087,0.00325,12.623333333333333,35.35,11.081,11.843627450980392,10.28413725490196,69.825
47,Denmark,Europe,13.959999999999999,16.1,11.86,11.315999999999999,17.402,5.4079999999999995,11.315999999999999,17.402,5.4079999999999995,24.055555555555557,25.055555555555557,23.033333333333335,100.0,,0.31951481481481486,0.0142,0.01905,0.009475,0.4411111111111111,7.0,1.0836857142857144,1.2359714285714285,0.9233,97.51111111111112
48,Djibouti,Eastern Mediterranean,20.14,21.6,18.8,0.898,1.55,0.246,0.898,1.55,0.246,,,,50.88944444444444,,0.01872,0.005825,0.007549999999999999,0.00405,2.4,,8.287227272727272,8.926863636363636,7.610886363636364,75.46666666666667
49,Dominica,Americas,,,,9.85,15.922,4.0200000000000005,9.85,15.922,4.0200000000000005,,,,95.3675,,0.11453333333333333,,,,4.945,,2.622,2.7903666666666664,2.4410499999999997,99.5625
50,Dominican Republic,Americas,20.0,22.380000000000003,17.64,6.548,10.458,2.716,6.548,10.458,2.716,12.077777777777778,14.222222222222221,9.955555555555556,84.99611111111112,51.66708333333333,0.14916666666666667,0.008749999999999999,0.0144,0.003125,9.475,16.35,6.051728571428571,6.420285714285715,5.7016,98.26666666666667
51,Timor-Leste,South-East Asia,22.82,24.419999999999998,21.14,1.448,2.2920000000000003,0.5900000000000001,1.448,2.2920000000000003,0.5900000000000001,43.63333333333333,74.6,12.677777777777777,55.05125,30.84722222222222,0.06932,0.00635,0.008625,0.004025,5.854285714285714,34.4,5.481947368421053,5.907157894736842,4.895388888888889,36.666666666666664
52,Ecuador,Americas,14.360000000000003,15.34,13.440000000000001,5.422,8.298,2.586,5.422,8.298,2.586,,,,78.66000000000001,79.87125,0.14630526315789472,0.008275,0.011925,0.004625,9.565,10.8,5.747984615384615,6.356076923076923,5.144261538461539,88.42666666666668
53,Egypt,Eastern Mediterranean,27.26,31.139999999999997,23.380000000000003,0.33199999999999996,0.572,0.091,0.33199999999999996,0.572,0.091,21.311111111111114,42.05555555555556,0.5666666666666667,97.755,79.53777777777778,0.07601666666666666,0.003525,0.00555,0.00145,5.163636363636363,14.025,9.713892307692308,9.930265625,9.471815384615384,81.53333333333335
54,El Salvador,Americas,15.12,15.940000000000001,14.459999999999999,3.69,6.198,1.572,3.69,6.198,1.572,14.644444444444446,26.044444444444444,3.2444444444444445,73.15666666666667,89.71791666666667,0.15467999999999998,0.012025000000000001,0.019825000000000002,0.00495,8.266,7.3375,6.304476923076923,6.716523076923077,5.737846153846154,96.91428571428571
55,Equatorial Guinea,Africa,23.4,24.5,22.32,8.373999999999999,11.916,3.8600000000000003,8.373999999999999,11.916,3.8600000000000003,,,,33.85388888888889,23.714074074074073,0.030749999999999996,0.0156,0.023375,0.006675,16.915,47.1,9.951815789473685,10.826552631578947,9.200921052631578,68.3
56,Eritrea,Africa,24.759999999999998,25.839999999999996,23.759999999999998,1.5779999999999998,2.62,0.556,1.5779999999999998,2.62,0.556,8.877777777777778,17.333333333333332,0.43333333333333335,29.02058823529412,,0.0071,0.009774999999999999,0.01455,0.005,8.34,,7.309978260869565,8.250869565217391,6.309565217391304,34.1
57,Estonia,Europe,20.84,30.339999999999996,12.960000000000003,11.846,19.253999999999998,5.601999999999999,11.846,19.253999999999998,5.601999999999999,33.766666666666666,42.53333333333333,24.98888888888889,98.39666666666668,,0.32977931034482755,0.021525,0.03675,0.008225,1.9366666666666665,4.0,0.9100999999999999,1.018775,0.7952250000000001,99.40526315789474
58,Eswatini,Africa,26.880000000000003,29.82,24.619999999999997,8.174,13.896,3.068,8.174,13.896,3.068,11.088888888888889,18.977777777777778,3.177777777777778,52.14833333333334,29.446190476190477,0.01825,0.01215,0.018475000000000002,0.006225,9.66,,8.763128571428572,9.5355,8.010242857142856,78.325
59,Ethiopia,Africa,19.54,19.759999999999998,19.360000000000003,2.1719999999999997,3.6100000000000003,0.764,2.1719999999999997,3.6100000000000003,0.764,5.277777777777778,9.477777777777778,1.1,21.435,11.71388888888889,0.00407,0.0076,0.0117,0.003525,8.868571428571428,20.0625,10.184685185185185,11.217462962962964,9.152685185185184,14.725
60,Fiji,Western Pacific,33.260000000000005,39.519999999999996,26.560000000000002,3.134,5.156000000000001,1.062,3.134,5.156000000000001,1.062,28.466666666666665,44.7,12.233333333333333,89.73111111111112,,0.055216666666666664,0.004399999999999999,0.0062,0.002525,2.804,30.62857142857143,3.7168714285714284,4.003357142857143,3.4018,98.68823529411765
61,Finland,Europe,12.0,16.0,8.08,11.87,18.472,5.616,11.87,18.472,5.616,22.544444444444444,25.044444444444444,20.055555555555557,100.0,,0.3095826086956522,0.019575,0.02915,0.01035,0.8516666666666667,8.0,1.0433000000000001,1.161357142857143,0.9184714285714287,99.66666666666667
62,France,Europe,11.92,16.02,7.840000000000001,12.908000000000001,20.052,6.144,12.908000000000001,20.052,6.144,34.55555555555556,36.81111111111111,32.32222222222222,100.0,,0.3301655172413793,0.0204,0.0279,0.013175,0.7294736842105263,7.0,1.274757142857143,1.4348142857142856,1.1058000000000001,97.9
63,Gabon,Africa,15.3,15.6,15.040000000000001,9.629999999999999,14.692000000000002,4.414,9.629999999999999,14.692000000000002,4.414,,,,47.24444444444444,,0.029975,0.00675,0.0102,0.00325,10.915,32.3625,5.335690476190476,5.901190476190476,4.739023809523809,89.3
64,Gambia,Africa,21.46,23.02,19.759999999999998,3.8879999999999995,6.62,1.278,3.8879999999999995,6.62,1.278,16.577777777777776,30.900000000000002,2.2666666666666666,65.36944444444445,6.9140476190476186,0.010571428571428574,0.00565,0.00715,0.004225,10.14857142857143,6.625,9.110546875,9.8758125,8.293421875,62.025000000000006
65,Georgia,Europe,24.5,33.260000000000005,16.64,7.6659999999999995,12.644,3.354,7.6659999999999995,12.644,3.354,31.122222222222224,56.75555555555556,5.5,91.29388888888889,,0.435504347826087,0.006500000000000001,0.01105,0.002325,4.0942105263157895,,3.1629555555555555,3.529377777777778,2.7765333333333335,98.78888888888889
66,Germany,Europe,13.580000000000002,17.44,9.72,13.209999999999999,20.458,6.348000000000001,13.209999999999999,20.458,6.348000000000001,29.799999999999997,32.388888888888886,27.211111111111112,100.0,,0.3480592592592593,0.01395,0.020749999999999998,0.007425,0.9547368421052632,5.0,0.4272,0.47146666666666665,0.3805,98.45555555555556
67,Ghana,Africa,20.8,17.880000000000003,23.4,3.84,6.142,1.614,3.84,6.142,1.614,4.5,8.38888888888889,0.6000000000000001,60.946666666666665,40.723333333333336,0.010433333333333333,0.004575,0.0072,0.002,6.987,19.525,9.0064,9.67127142857143,8.225657142857143,62.61666666666667
68,Greece,Europe,13.219999999999999,18.16,8.42,10.25,16.122,4.596,10.25,16.122,4.596,42.53333333333333,49.422222222222224,35.644444444444446,99.51333333333334,,0.41626785714285713,0.00375,0.006225,0.001375,0.9747368421052631,8.0,1.9098000000000002,2.0143857142857144,1.7981285714285715,99.94947368421053
69,Grenada,Americas,23.839999999999996,27.860000000000003,20.04,9.084,14.488,3.7980000000000005,9.084,14.488,3.7980000000000005,,,,94.95222222222222,,0.06611249999999999,0.00165,0.0026000000000000003,0.0007,4.366666666666666,,3.3614714285714284,3.529757142857143,3.1773571428571428,99.50833333333333
70,Guatemala,Americas,14.959999999999999,15.0,14.940000000000001,3.44,5.593999999999999,1.4600000000000002,3.44,5.593999999999999,1.4600000000000002,,,,84.40388888888889,76.56,0.07113333333333333,0.0031,0.004525,0.0017000000000000001,9.499166666666667,8.4,7.392301587301587,7.949476190476191,6.743857142857143,57.375
71,Guinea,Africa,22.759999999999998,22.22,23.240000000000002,0.8640000000000001,1.468,0.264,0.8640000000000001,1.468,0.264,,,,51.64944444444445,18.676944444444445,0.00952,0.0065249999999999996,0.0078,0.005275,14.15,,14.580271428571429,15.249485714285713,13.365057971014492,49.35
72,Guinea-Bissau,Africa,21.4,21.64,21.22,4.872,8.116,1.8399999999999999,4.872,8.116,1.8399999999999999,,,,47.855555555555554,6.561666666666666,0.011266666666666668,0.004375,0.005050000000000001,0.00375,12.6975,,9.700228571428571,10.493942857142857,8.873657142857143,39.666666666666664
73,Guyana,Americas,31.26,32.58,30.02,7.596000000000001,12.242,3.016,7.596000000000001,12.242,3.016,16.288888888888888,29.5,3.077777777777778,91.16166666666668,76.63666666666667,0.054849999999999996,0.025925,0.03845,0.0133,8.331666666666667,,5.060442857142857,5.678414285714285,4.406042857142857,93.96666666666667
74,Haiti,Americas,25.6,26.7,24.6,3.248,5.316,1.29,3.248,5.316,1.29,9.466666666666667,14.777777777777779,4.144444444444444,41.611111111111114,24.12388888888889,0.017374999999999998,0.010025,0.01475,0.0054,6.2,15.15,11.344125,12.196796875,10.282921875,38.4
75,Honduras,Americas,14.919999999999998,16.82,13.2,3.6439999999999997,5.89,1.468,3.6439999999999997,5.89,1.468,,,,82.43055555555556,83.8425925925926,0.05173333333333333,0.002525,0.0037,0.001375,10.018333333333333,11.15,6.2876562499999995,6.9004375,5.65425,74.82000000000001
76,Hungary,Europe,25.06,33.980000000000004,17.02,12.774,20.270000000000003,6.174,12.774,20.270000000000003,6.174,33.48888888888889,38.144444444444446,28.855555555555554,100.0,,0.3244965517241379,0.026375,0.042075,0.012150000000000001,2.09,8.0,2.5021285714285715,2.7662,2.224042857142857,99.46111111111111
77,Iceland,Europe,10.680000000000001,12.24,9.059999999999999,8.026,12.258,3.7960000000000003,8.026,12.258,3.7960000000000003,18.48888888888889,19.188888888888886,17.755555555555556,100.0,,0.35108,0.013925,0.02105,0.006775000000000001,1.2855555555555556,,0.8776571428571428,0.9617714285714285,0.7829571428571429,98.60000000000001
78,India,South-East Asia,24.54,27.639999999999997,21.34,4.008,6.502,1.358,4.008,6.502,1.358,33.36666666666667,48.144444444444446,18.566666666666666,82.35611111111112,62.77444444444445,0.0677,0.017,0.0181,0.0158,3.8958823529411766,21.525,7.487066666666667,7.568777777777778,7.352422222222222,65.425
79,Indonesia,South-East Asia,26.6,30.160000000000004,23.14,0.5479999999999999,0.9400000000000001,0.162,0.5479999999999999,0.9400000000000001,0.162,38.833333333333336,69.26666666666667,8.399999999999999,74.02111111111111,63.489444444444445,0.022214285714285714,0.003675,0.005124999999999999,0.0022500000000000003,4.841428571428572,,8.286043478260869,9.065449275362319,7.38972463768116,88.23571428571428
80,Iran (Islamic Republic of),Eastern Mediterranean,18.66,19.78,17.48,0.768,1.326,0.1968,0.768,1.326,0.1968,16.255555555555556,28.0,4.533333333333333,89.33611111111111,,0.10964285714285714,0.008,0.0097,0.006225,3.4121428571428574,,4.6038163265306125,4.720163265306122,4.478938775510204,98.07142857142857
81,Iraq,Eastern Mediterranean,22.5,25.76,19.419999999999998,0.42800000000000005,0.736,0.12000000000000002,0.42800000000000005,0.736,0.12000000000000002,23.87777777777778,42.75555555555556,4.966666666666667,71.94555555555556,89.71000000000001,0.082,0.002775,0.003325,0.00215,6.1575,,7.062885714285714,7.493971428571428,6.605385714285714,85.02000000000001
82,Ireland,Europe,12.7,15.1,10.2,13.35,20.208000000000002,6.672,13.35,20.208000000000002,6.672,27.266666666666666,28.72222222222222,25.799999999999997,96.99888888888889,,0.28878620689655177,0.01195,0.019,0.0049499999999999995,1.4349999999999998,4.0,1.4793285714285713,1.6455142857142857,1.3048428571428572,99.70588235294117
83,Israel,Europe,11.319999999999999,13.9,8.940000000000001,3.3939999999999997,5.337999999999999,1.544,3.3939999999999997,5.337999999999999,1.544,27.288888888888888,36.47777777777778,18.055555555555557,100.0,,0.38774137931034486,0.00685,0.0106,0.00315,1.3341176470588234,,1.600205882352941,1.6918970588235296,1.503,
84,Italy,Europe,10.940000000000001,14.14,7.9,8.51,13.474,3.896,8.51,13.474,3.896,24.344444444444445,28.922222222222224,19.744444444444444,99.67222222222222,,0.435903448275862,0.007575,0.011300000000000001,0.004075,0.6388888888888888,7.0,1.9791714285714286,2.1570714285714288,1.7924285714285715,99.8
85,Jamaica,Americas,15.8,17.32,14.3,4.426,7.142,1.8059999999999998,4.426,7.142,1.8059999999999998,13.411111111111111,21.233333333333334,5.611111111111111,86.33666666666666,66.21037037037037,0.0575875,0.002075,0.0033,0.000875,6.533636363636364,8.6775,3.424058823529412,3.754985294117647,3.0734558823529414,96.31428571428572
86,Japan,Western Pacific,9.66,12.98,6.44,7.85,12.1,3.8379999999999996,7.85,12.1,3.8379999999999996,25.355555555555554,38.93333333333334,11.777777777777779,98.69222222222223,,0.20540714285714287,0.02335,0.033775,0.01335,0.4811111111111111,,1.2846714285714285,1.3944,1.169557142857143,99.81666666666666
