Year,Date,Home Team,Away Team,Home Score,Away Score,Shootout,Tournament,City,Country,Neutral Venue,Winning Team,first_shooter,Losing Team
1956,1956-09-01,Hong Kong,Israel,2.0,3.0,False,AFC Asian Cup,So Kon Po,Hong Kong,False,Israel,,Hong Kong
1956,1956-09-06,Hong Kong,South Korea,2.0,2.0,False,AFC Asian Cup,So Kon Po,Hong Kong,False,Draw,,Draw
1956,1956-09-08,Israel,South Korea,1.0,2.0,False,AFC Asian Cup,So Kon Po,Hong Kong,True,South Korea,,Israel
1956,1956-09-09,Hong Kong,Vietnam Republic,2.0,2.0,False,AFC Asian Cup,So Kon Po,Hong Kong,False,Draw,,Draw
1956,1956-09-12,Israel,Vietnam Republic,2.0,1.0,False,AFC Asian Cup,So Kon Po,Hong Kong,True,Israel,,Vietnam Republic
1956,1956-09-15,South Korea,Vietnam Republic,5.0,3.0,False,AFC Asian Cup,So Kon Po,Hong Kong,True,South Korea,,Vietnam Republic
1960,1960-10-14,South Korea,Vietnam Republic,5.0,1.0,False,AFC Asian Cup,Seoul,South Korea,False,South Korea,,Vietnam Republic
1960,1960-10-16,Taiwan,Vietnam Republic,2.0,0.0,False,AFC Asian Cup,Seoul,South Korea,True,Taiwan,,Vietnam Republic
1960,1960-10-17,South Korea,Israel,3.0,0.0,False,AFC Asian Cup,Seoul,South Korea,False,South Korea,,Israel
1960,1960-10-19,Israel,Vietnam Republic,5.0,1.0,False,AFC Asian Cup,Seoul,South Korea,True,Israel,,Vietnam Republic
1960,1960-10-21,South Korea,Taiwan,1.0,0.0,False,AFC Asian Cup,Seoul,South Korea,False,South Korea,,Taiwan
1960,1960-10-23,Israel,Taiwan,1.0,0.0,False,AFC Asian Cup,Seoul,South Korea,True,Israel,,Taiwan
1964,1964-05-26,Israel,Hong Kong,1.0,0.0,False,AFC Asian Cup,Ramat-Gan,Israel,False,Israel,,Hong Kong
1964,1964-05-27,India,South Korea,2.0,0.0,False,AFC Asian Cup,Haifa,Israel,True,India,,South Korea
1964,1964-05-29,Israel,India,2.0,0.0,False,AFC Asian Cup,Jaffa,Israel,False,Israel,,India
1964,1964-05-30,Hong Kong,South Korea,0.0,1.0,False,AFC Asian Cup,Jerusalem,Israel,True,South Korea,,Hong Kong
1964,1964-06-02,Hong Kong,India,1.0,3.0,False,AFC Asian Cup,Jaffa,Israel,True,India,,Hong Kong
1964,1964-06-03,Israel,South Korea,2.0,1.0,False,AFC Asian Cup,Ramat-Gan,Israel,False,Israel,,South Korea
1968,1968-05-10,Iran,Hong Kong,2.0,0.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Hong Kong
1968,1968-05-11,Myanmar,Taiwan,1.0,1.0,False,AFC Asian Cup,Tehran,Iran,True,Draw,,Draw
1968,1968-05-12,Hong Kong,Israel,1.0,6.0,False,AFC Asian Cup,Tehran,Iran,True,Israel,,Hong Kong
1968,1968-05-13,Iran,Taiwan,4.0,0.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Taiwan
1968,1968-05-14,Myanmar,Israel,1.0,0.0,False,AFC Asian Cup,Tehran,Iran,True,Myanmar,,Israel
1968,1968-05-15,Hong Kong,Taiwan,1.0,1.0,False,AFC Asian Cup,Tehran,Iran,True,Draw,,Draw
1968,1968-05-16,Iran,Myanmar,3.0,1.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Myanmar
1968,1968-05-17,Israel,Taiwan,4.0,1.0,False,AFC Asian Cup,Tehran,Iran,True,Israel,,Taiwan
1968,1968-05-18,Myanmar,Hong Kong,2.0,0.0,False,AFC Asian Cup,Tehran,Iran,True,Myanmar,,Hong Kong
1968,1968-05-19,Iran,Israel,2.0,1.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Israel
1972,1972-05-07,Iran,Cambodia,2.0,0.0,False,AFC Asian Cup,Bangkok,Thailand,True,Iran,,Cambodia
1972,1972-05-07,South Korea,Iraq,0.0,0.0,True,AFC Asian Cup,Bangkok,Thailand,True,Iraq,,South Korea
1972,1972-05-08,Thailand,Kuwait,0.0,2.0,False,AFC Asian Cup,Bangkok,Thailand,False,Kuwait,,Thailand
1972,1972-05-09,Iran,Iraq,3.0,0.0,False,AFC Asian Cup,Bangkok,Thailand,True,Iran,,Iraq
1972,1972-05-10,Cambodia,South Korea,1.0,4.0,False,AFC Asian Cup,Bangkok,Thailand,True,South Korea,,Cambodia
1972,1972-05-11,Thailand,Iraq,1.0,1.0,False,AFC Asian Cup,Bangkok,Thailand,False,Draw,,Draw
1972,1972-05-12,South Korea,Kuwait,1.0,2.0,False,AFC Asian Cup,Bangkok,Thailand,True,Kuwait,,South Korea
1972,1972-05-13,Thailand,Iran,2.0,3.0,False,AFC Asian Cup,Bangkok,Thailand,False,Iran,,Thailand
1972,1972-05-14,Cambodia,Kuwait,4.0,0.0,False,AFC Asian Cup,Bangkok,Thailand,True,Cambodia,,Kuwait
1972,1972-05-16,Iran,Cambodia,2.0,1.0,False,AFC Asian Cup,Bangkok,Thailand,True,Iran,,Cambodia
1972,1972-05-17,Thailand,South Korea,1.0,1.0,True,AFC Asian Cup,Bangkok,Thailand,False,South Korea,,Thailand
1972,1972-05-19,Iran,South Korea,2.0,1.0,False,AFC Asian Cup,Bangkok,Thailand,True,Iran,,South Korea
1972,1972-05-19,Thailand,Cambodia,2.0,2.0,True,AFC Asian Cup,Bangkok,Thailand,False,Thailand,,Cambodia
1976,1976-06-03,Kuwait,Malaysia,2.0,0.0,False,AFC Asian Cup,Tehran,Iran,True,Kuwait,,Malaysia
1976,1976-06-04,Iran,Iraq,2.0,0.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Iraq
1976,1976-06-05,China PR,Malaysia,1.0,1.0,False,AFC Asian Cup,Tehran,Iran,True,Draw,,Draw
1976,1976-06-06,Iraq,Yemen DPR,1.0,0.0,False,AFC Asian Cup,Tehran,Iran,True,Iraq,,Yemen DPR
1976,1976-06-07,China PR,Kuwait,0.0,1.0,False,AFC Asian Cup,Tehran,Iran,True,Kuwait,,China PR
1976,1976-06-08,Iran,Yemen DPR,8.0,0.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Yemen DPR
1976,1976-06-11,Iran,China PR,2.0,0.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,China PR
1976,1976-06-11,Iraq,Kuwait,2.0,3.0,False,AFC Asian Cup,Tehran,Iran,True,Kuwait,,Iraq
1976,1976-06-13,China PR,Iraq,1.0,0.0,False,AFC Asian Cup,Tehran,Iran,True,China PR,,Iraq
1976,1976-06-13,Iran,Kuwait,1.0,0.0,False,AFC Asian Cup,Tehran,Iran,False,Iran,,Kuwait
1980,1980-09-15,Kuwait,United Arab Emirates,1.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,False,Draw,,Draw
1980,1980-09-16,North Korea,Bangladesh,3.0,2.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,North Korea,,Bangladesh
1980,1980-09-16,Malaysia,South Korea,1.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Draw,,Draw
1980,1980-09-17,Iran,Syria,0.0,0.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Draw,,Draw
1980,1980-09-17,Qatar,United Arab Emirates,2.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Qatar,,United Arab Emirates
1980,1980-09-18,North Korea,China PR,2.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,North Korea,,China PR
1980,1980-09-18,Kuwait,Malaysia,3.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,False,Kuwait,,Malaysia
1980,1980-09-19,Bangladesh,Syria,0.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Syria,,Bangladesh
1980,1980-09-19,Qatar,South Korea,0.0,2.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,South Korea,,Qatar
1980,1980-09-20,China PR,Iran,2.0,2.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Draw,,Draw
1980,1980-09-20,United Arab Emirates,Malaysia,0.0,2.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Malaysia,,United Arab Emirates
1980,1980-09-21,Kuwait,South Korea,0.0,3.0,False,AFC Asian Cup,Kuwait City,Kuwait,False,South Korea,,Kuwait
1980,1980-09-22,Bangladesh,Iran,0.0,7.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Iran,,Bangladesh
1980,1980-09-23,Malaysia,Qatar,1.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Draw,,Draw
1980,1980-09-23,Syria,China PR,1.0,0.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Syria,,China PR
1980,1980-09-24,Iran,North Korea,3.0,2.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Iran,,North Korea
1980,1980-09-24,South Korea,United Arab Emirates,4.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,South Korea,,United Arab Emirates
1980,1980-09-25,China PR,Bangladesh,6.0,0.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,China PR,,Bangladesh
1980,1980-09-25,Kuwait,Qatar,4.0,0.0,False,AFC Asian Cup,Kuwait City,Kuwait,False,Kuwait,,Qatar
1980,1980-09-26,Syria,North Korea,1.0,2.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,North Korea,,Syria
1980,1980-09-28,South Korea,North Korea,2.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,South Korea,,North Korea
1980,1980-09-28,Kuwait,Iran,2.0,1.0,False,AFC Asian Cup,Kuwait City,Kuwait,False,Kuwait,,Iran
1980,1980-09-29,Iran,North Korea,3.0,0.0,False,AFC Asian Cup,Kuwait City,Kuwait,True,Iran,,North Korea
1980,1980-09-30,Kuwait,South Korea,3.0,0.0,False,AFC Asian Cup,Kuwait City,Kuwait,False,Kuwait,,South Korea
1984,1984-12-01,Iran,United Arab Emirates,3.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Iran,,United Arab Emirates
1984,1984-12-01,Qatar,Syria,1.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,Draw,,Draw
1984,1984-12-02,Saudi Arabia,South Korea,1.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,Draw,,Draw
1984,1984-12-02,Singapore,India,2.0,0.0,False,AFC Asian Cup,Kallang,Singapore,False,Singapore,,India
1984,1984-12-03,China PR,Iran,0.0,2.0,False,AFC Asian Cup,Kallang,Singapore,True,Iran,,China PR
1984,1984-12-03,Kuwait,Qatar,1.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Kuwait,,Qatar
1984,1984-12-04,Syria,Saudi Arabia,0.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,Saudi Arabia,,Syria
1984,1984-12-04,United Arab Emirates,India,2.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,United Arab Emirates,,India
1984,1984-12-05,South Korea,Kuwait,0.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Draw,,Draw
1984,1984-12-05,Singapore,China PR,0.0,2.0,False,AFC Asian Cup,Kallang,Singapore,False,China PR,,Singapore
1984,1984-12-07,Iran,India,0.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Draw,,Draw
1984,1984-12-07,Syria,South Korea,1.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Syria,,South Korea
1984,1984-12-08,Qatar,Saudi Arabia,1.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,Draw,,Draw
1984,1984-12-08,Singapore,United Arab Emirates,0.0,1.0,False,AFC Asian Cup,Kallang,Singapore,False,United Arab Emirates,,Singapore
1984,1984-12-09,India,China PR,0.0,3.0,False,AFC Asian Cup,Kallang,Singapore,True,China PR,,India
1984,1984-12-09,Kuwait,Syria,3.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,Kuwait,,Syria
1984,1984-12-10,South Korea,Qatar,0.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,Qatar,,South Korea
1984,1984-12-10,Singapore,Iran,1.0,1.0,False,AFC Asian Cup,Kallang,Singapore,False,Draw,,Draw
1984,1984-12-11,China PR,United Arab Emirates,5.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,China PR,,United Arab Emirates
1984,1984-12-11,Saudi Arabia,Kuwait,1.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Saudi Arabia,,Kuwait
1984,1984-12-13,Saudi Arabia,Iran,1.0,1.0,True,AFC Asian Cup,Kallang,Singapore,True,Saudi Arabia,,Iran
1984,1984-12-14,Kuwait,China PR,0.0,1.0,False,AFC Asian Cup,Kallang,Singapore,True,China PR,,Kuwait
1984,1984-12-16,Iran,Kuwait,1.0,1.0,True,AFC Asian Cup,Kallang,Singapore,True,Kuwait,,Iran
1984,1984-12-16,Saudi Arabia,China PR,2.0,0.0,False,AFC Asian Cup,Kallang,Singapore,True,Saudi Arabia,,China PR
1988,1988-12-02,Qatar,Iran,0.0,2.0,False,AFC Asian Cup,Doha,Qatar,False,Iran,,Qatar
1988,1988-12-02,Syria,Saudi Arabia,0.0,2.0,False,AFC Asian Cup,Doha,Qatar,True,Saudi Arabia,,Syria
1988,1988-12-03,Kuwait,Bahrain,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
1988,1988-12-03,United Arab Emirates,South Korea,0.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,South Korea,,United Arab Emirates
1988,1988-12-04,China PR,Syria,3.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,China PR,,Syria
1988,1988-12-04,Japan,Iran,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
1988,1988-12-05,Qatar,United Arab Emirates,2.0,1.0,False,AFC Asian Cup,Doha,Qatar,False,Qatar,,United Arab Emirates
1988,1988-12-05,Saudi Arabia,Kuwait,0.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
1988,1988-12-06,Bahrain,China PR,0.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,China PR,,Bahrain
1988,1988-12-06,South Korea,Japan,2.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,South Korea,,Japan
1988,1988-12-08,Iran,United Arab Emirates,1.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Iran,,United Arab Emirates
1988,1988-12-08,Syria,Kuwait,1.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Syria,,Kuwait
1988,1988-12-09,Qatar,South Korea,2.0,3.0,False,AFC Asian Cup,Doha,Qatar,False,South Korea,,Qatar
1988,1988-12-09,Saudi Arabia,Bahrain,1.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
1988,1988-12-10,Kuwait,China PR,2.0,2.0,False,AFC Asian Cup,Doha,Qatar,True,Draw,,Draw
1988,1988-12-10,United Arab Emirates,Japan,1.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,United Arab Emirates,,Japan
1988,1988-12-11,Bahrain,Syria,0.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Syria,,Bahrain
1988,1988-12-11,South Korea,Iran,3.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,South Korea,,Iran
1988,1988-12-12,China PR,Saudi Arabia,0.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,Saudi Arabia,,China PR
1988,1988-12-12,Qatar,Japan,3.0,0.0,False,AFC Asian Cup,Doha,Qatar,False,Qatar,,Japan
1988,1988-12-14,South Korea,China PR,2.0,1.0,False,AFC Asian Cup,Doha,Qatar,True,South Korea,,China PR
1988,1988-12-15,Saudi Arabia,Iran,1.0,0.0,False,AFC Asian Cup,Doha,Qatar,True,Saudi Arabia,,Iran
1988,1988-12-17,China PR,Iran,0.0,0.0,True,AFC Asian Cup,Doha,Qatar,True,Iran,,China PR
1988,1988-12-18,South Korea,Saudi Arabia,0.0,0.0,True,AFC Asian Cup,Doha,Qatar,True,Saudi Arabia,,South Korea
1992,1992-10-29,Qatar,Thailand,1.0,1.0,False,AFC Asian Cup,Hiroshima,Japan,True,Draw,,Draw
1992,1992-10-29,Saudi Arabia,China PR,1.0,1.0,False,AFC Asian Cup,Hiroshima,Japan,True,Draw,,Draw
1992,1992-10-30,Japan,United Arab Emirates,0.0,0.0,False,AFC Asian Cup,Onomichi,Japan,False,Draw,,Draw
1992,1992-10-30,North Korea,Iran,0.0,2.0,False,AFC Asian Cup,Onomichi,Japan,True,Iran,,North Korea
1992,1992-10-31,China PR,Thailand,0.0,0.0,False,AFC Asian Cup,Hiroshima,Japan,True,Draw,,Draw
1992,1992-10-31,Saudi Arabia,Qatar,1.0,1.0,False,AFC Asian Cup,Hiroshima,Japan,True,Draw,,Draw
1992,1992-11-01,Japan,North Korea,1.0,1.0,False,AFC Asian Cup,Hiroshima,Japan,False,Draw,,Draw
1992,1992-11-01,United Arab Emirates,Iran,0.0,0.0,False,AFC Asian Cup,Hiroshima,Japan,True,Draw,,Draw
1992,1992-11-02,China PR,Qatar,2.0,1.0,False,AFC Asian Cup,Onomichi,Japan,True,China PR,,Qatar
1992,1992-11-02,Saudi Arabia,Thailand,4.0,0.0,False,AFC Asian Cup,Onomichi,Japan,True,Saudi Arabia,,Thailand
1992,1992-11-03,Japan,Iran,1.0,0.0,False,AFC Asian Cup,Hiroshima,Japan,False,Japan,,Iran
1992,1992-11-03,United Arab Emirates,North Korea,2.0,1.0,False,AFC Asian Cup,Hiroshima,Japan,True,United Arab Emirates,,North Korea
1992,1992-11-06,Japan,China PR,3.0,2.0,False,AFC Asian Cup,Hiroshima,Japan,False,Japan,,China PR
1992,1992-11-06,Saudi Arabia,United Arab Emirates,2.0,0.0,False,AFC Asian Cup,Hiroshima,Japan,True,Saudi Arabia,,United Arab Emirates
1992,1992-11-08,China PR,United Arab Emirates,1.0,1.0,True,AFC Asian Cup,Hiroshima,Japan,True,China PR,,United Arab Emirates
1992,1992-11-08,Japan,Saudi Arabia,1.0,0.0,False,AFC Asian Cup,Hiroshima,Japan,False,Japan,,Saudi Arabia
1996,1996-12-04,Indonesia,Kuwait,2.0,2.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,True,Draw,,Draw
1996,1996-12-04,United Arab Emirates,South Korea,1.0,1.0,False,AFC Asian Cup,Abu Dhabi,United Arab Emirates,False,Draw,,Draw
1996,1996-12-05,Iran,Iraq,1.0,2.0,False,AFC Asian Cup,Dubai,United Arab Emirates,True,Iraq,,Iran
1996,1996-12-05,Saudi Arabia,Thailand,6.0,0.0,False,AFC Asian Cup,Dubai,United Arab Emirates,True,Saudi Arabia,,Thailand
